,id,title,crit_score,user_score,PC,PlayStation,PlayStation2,PlayStation3,PlayStation4,Xbox,Xbox360,XboxOne,genre,release_year,is_mult,is_single
404,404,arcana-heart-3,73.0,7.2,0,0,0,1,0,0,1,0,Fighting,2009,1,1
405,405,arcana-heart-3-love-max,68.0,7.6,1,0,0,1,0,0,0,0,Fighting,2014,1,1
406,406,arcania-fall-of-setarrif,41.0,1.9,1,0,0,0,0,0,0,0,Role-playing (RPG),2011,0,1
407,407,arcania-gothic-4,64.0,5.2,1,0,0,0,1,0,1,0,Role-playing (RPG),2010,0,1
408,408,arcania-the-complete-tale,42.0,4.6,0,0,0,0,1,0,1,0,Role-playing (RPG),2013,0,0
409,409,arcanum-of-steamworks-and-magick-obscura,81.0,8.7,1,0,0,0,0,0,0,0,Role-playing (RPG),2001,1,1
410,410,archangel,69.0,6.9,1,0,0,0,0,0,0,0,Adventure,2002,0,1
411,411,archangel-hellfire,79.0,8.4,1,0,0,0,1,0,0,0,Role-playing (RPG),2017,1,1
412,412,archeage,80.0,3.7,1,0,0,0,0,0,0,0,Adventure,2013,1,0
413,413,archlord,42.0,5.7,1,0,0,0,0,0,0,0,Role-playing (RPG),2006,1,0
414,414,arc-of-alchemist,47.0,2.6,0,0,0,0,1,0,0,0,Adventure,2019,0,1
416,416,arc-the-lad-collection,78.0,8.7,0,1,0,0,0,0,0,0,Adventure,2002,0,1
417,417,arc-the-lad-end-of-darkness,59.0,4.4,0,0,1,0,0,0,0,0,Adventure,2005,0,0
418,418,arc-the-lad-twilight-of-the-spirits,72.0,8.4,0,0,1,0,0,0,0,0,Adventure,2003,0,1
419,419,arctic-thunder,57.0,6.7,0,0,1,0,0,1,0,0,Racing,2001,0,1
420,420,area-51,75.0,8.3,1,0,1,0,0,1,0,0,Shooter,2005,1,1
421,421,arena-football,66.0,8.1,0,0,1,0,0,1,0,0,Sport,2006,1,1
422,422,arena-football-road-to-glory,62.0,6.2,0,0,1,0,0,0,0,0,Sport,2007,1,1
426,426,arise-a-simple-story,80.0,7.8,1,0,0,0,1,0,0,1,Adventure,2019,0,0
427,427,arizona-sunshine,63.0,6.7,1,0,0,0,1,0,0,0,Adventure,2016,1,1
428,428,arkadian-warriors,59.0,5.8,0,0,0,0,0,1,0,0,Role-playing (RPG),2007,0,1
432,432,ark-park,46.0,4.3,1,0,0,0,1,0,0,0,Adventure,2018,1,1
433,433,ark-survival-evolved,70.0,5.5,1,0,0,0,1,0,0,1,Adventure,2017,1,1
434,434,arma-3,74.0,7.5,1,0,0,0,0,0,0,0,Shooter,2013,1,1
436,436,armada-2526,66.0,6.5,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2011,1,1
437,437,armadillo-run,88.0,7.7,1,0,0,0,0,0,0,0,Puzzle,2006,0,1
438,438,armageddon-riders,62.0,6.3,0,0,0,1,0,0,0,0,Racing,2011,0,0
441,441,armed-and-dangerous,79.0,7,1,0,0,0,0,1,0,0,Shooter,2003,1,1
442,442,armello,80.0,8,1,0,0,0,1,0,0,1,Adventure,2015,1,1
443,443,armies-of-exigo,69.0,7.7,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2004,1,1
447,447,armored-core-2-another-age,75.0,8.5,0,0,1,0,0,0,0,0,Simulator,2001,0,0
448,448,armored-core-3,74.0,8.7,0,0,1,0,0,0,0,0,Shooter,2002,1,1
449,449,armored-core-4,65.0,6.9,0,0,0,1,0,0,1,0,Fighting,2006,1,1
450,450,armored-core-for-answer,64.0,7.9,0,0,0,1,0,0,1,0,Shooter,2008,1,1
451,451,armored-core-formula-front-extreme-battle,66.0,5.5,0,1,0,0,0,0,0,0,Strategy,2005,0,0
452,452,armored-core-last-raven,59.0,8.6,0,0,1,0,0,0,0,0,Shooter,2005,1,1
453,453,armored-core-nexus,73.0,8.8,0,0,1,0,0,0,0,0,Shooter,2004,1,1
454,454,armored-core-nine-breaker,57.0,8.6,0,0,1,0,0,0,0,0,Simulator,2004,0,0
455,455,armored-core-v,68.0,7.1,0,0,0,1,0,0,1,0,Shooter,2012,1,1
456,456,armored-core-verdict-day,66.0,7.8,0,0,0,1,0,0,1,0,Fighting,2013,1,1
458,458,army-corps-of-hell,57.0,6.6,0,1,0,0,0,0,0,0,Strategy,2011,0,1
462,462,army-men-green-rogue,39.0,3.8,0,1,0,0,0,0,0,0,Shooter,2001,0,0
463,463,army-men-rts,68.0,9,1,0,1,0,0,0,0,0,Real Time Strategy (RTS),2002,1,1
464,464,army-men-world-war,50.0,6.8,0,1,0,0,0,0,0,0,Shooter,2000,0,0
465,465,army-of-two,74.0,7.2,0,0,0,1,0,0,1,0,Shooter,2008,0,1
466,466,army-of-two-the-40th-day,74.0,7,0,0,0,1,0,0,1,0,Shooter,2010,0,1
467,467,ar-nosurge-ode-to-an-unborn-star,67.0,7.8,0,0,0,1,0,0,0,0,Role-playing (RPG),2014,0,1
469,469,a-robot-named-fight,71.0,7.5,1,0,0,0,0,0,0,0,Indie,2017,1,1
470,470,a-rose-in-the-twilight,75.0,7.9,1,1,0,0,0,0,0,0,Platform,2016,0,1
472,472,arslan-the-warriors-of-legend,69.0,6.6,1,0,0,1,1,0,0,1,Hack and slash/Beat 'em up,2015,1,1
476,476,arthur-and-the-invisibles,66.0,6.3,0,0,1,0,0,0,0,0,Platform,2007,0,0
478,478,artifact,76.0,2.1,1,0,0,0,0,0,0,0,Strategy,2018,1,1
481,481,art-of-fighting-anthology,60.0,7,0,0,1,0,0,0,0,0,Fighting,2007,1,1
482,482,art-of-murder-cards-of-destiny,57.0,5.5,1,0,0,0,0,0,0,0,Adventure,2009,0,1
483,483,art-of-murder-fbi-confidential,50.0,5.2,1,0,0,0,0,0,0,0,Adventure,2007,0,1
484,484,ar-tonelico-ii-melody-of-metafalica,71.0,8.5,0,0,1,0,0,0,0,0,Role-playing (RPG),2007,0,0
485,485,ar-tonelico-melody-of-elemia,71.0,8.7,0,0,1,0,0,0,0,0,Role-playing (RPG),2006,0,1
486,486,ar-tonelico-qoga-knell-of-ar-ciel,61.0,7.7,0,0,0,1,0,0,0,0,Role-playing (RPG),2010,0,1
495,495,arx-fatalis,77.0,8.3,1,0,0,0,0,1,0,0,Adventure,2002,0,1
496,496,asemblance,61.0,5.2,1,0,0,0,1,0,0,1,Adventure,2016,0,1
498,498,ashes-cricket,73.0,7.5,1,0,0,0,0,0,0,0,Indie,2017,1,1
499,499,ashes-of-the-singularity,69.0,6.8,1,0,0,0,0,0,0,0,Indie,2016,1,1
500,500,ash-of-gods-redemption,65.0,7.4,1,0,0,0,1,0,0,1,Adventure,2018,1,1
501,501,a-short-hike,78.0,8.3,1,0,0,0,0,0,0,0,Adventure,2019,0,1
502,502,a-space-shooter-for-2-bucks,81.0,6.8,0,1,0,0,0,0,0,0,Shooter,2010,0,1
506,506,asphalt-injection,49.0,5,0,1,0,0,0,0,0,0,Arcade,2011,1,1
508,508,assassin-s-creed-iv-black-flag,88.0,8.1,1,0,0,1,1,0,1,1,Adventure,2013,1,1
509,509,assault-android-cactus,85.0,6.2,1,0,0,0,1,0,0,1,Arcade,2015,1,1
511,511,assault-heroes,79.0,7.4,1,0,0,1,0,0,1,0,Arcade,2006,0,1
512,512,assault-heroes-2,75.0,5.3,0,0,0,0,0,0,1,0,Shooter,2008,0,0
513,513,assault-suit-leynos,67.0,6.9,1,0,0,0,1,0,0,0,Arcade,2015,0,1
514,514,assetto-corsa,85.0,8.4,1,0,0,0,1,0,0,1,Indie,2014,1,1
515,515,assetto-corsa-competizione,77.0,6.8,1,0,0,0,0,0,0,0,Racing,2019,1,1
516,516,astebreed,86.0,7.4,1,0,0,0,1,0,0,0,Arcade,2013,0,1
517,517,astonishia-story,48.0,5.5,0,1,0,0,0,0,0,0,Role-playing (RPG),2006,0,0
518,518,a-story-about-my-uncle,73.0,7.1,1,0,0,0,0,0,0,0,Adventure,2014,0,1
521,521,astro-bot-rescue-mission,90.0,8.9,0,1,0,0,0,0,0,0,Adventure,2018,0,1
522,522,astro-boy,54.0,7.3,0,0,1,0,0,0,0,0,Adventure,2003,0,1
524,524,astro-boy-the-video-game,48.0,3.5,0,0,1,0,0,0,0,0,Platform,2009,0,1
526,526,astroneer,71.0,7,1,0,0,0,1,0,0,1,Adventure,2019,1,1
527,527,astropop,78.0,5.5,1,0,0,0,0,1,0,0,Puzzle,2004,0,1
529,529,atari-anniversary-edition,74.0,7.3,1,1,0,0,0,0,0,0,Arcade,2001,0,1
531,531,atari-classics-evolved,64.0,6,0,1,0,0,0,0,0,0,Racing,2008,0,0
535,535,atelier-ayesha-plus-the-alchemist-of-dusk,76.0,8.4,0,1,0,0,0,0,0,0,Adventure,2014,0,0
536,536,atelier-ayesha-the-alchemist-of-dusk,70.0,7.7,0,0,0,1,0,0,0,0,Adventure,2012,0,1
537,537,atelier-dusk-trilogy-deluxe-pack,80.0,6,1,0,0,0,1,0,0,0,Adventure,2019,0,1
538,538,atelier-firis-the-alchemist-and-the-mysterious-journey,74.0,7.1,1,0,0,0,1,0,0,0,Adventure,2016,0,1
539,539,atelier-iris-2-the-azoth-of-destiny,68.0,8.2,0,0,1,0,0,0,0,0,Adventure,2005,0,1
540,540,atelier-iris-3-grand-phantasm,63.0,7.8,0,0,1,0,0,0,0,0,Role-playing (RPG),2006,0,1
541,541,atelier-iris-eternal-mana,74.0,8,0,0,1,0,0,0,0,0,Adventure,2004,0,1
542,542,atelier-lulua-the-scion-of-arland,78.0,7.7,1,0,0,0,1,0,0,0,Adventure,2019,0,1
543,543,atelier-meruru-plus-the-apprentice-of-arland,74.0,8.1,0,1,0,0,0,0,0,0,Role-playing (RPG),2013,0,1
544,544,atelier-meruru-the-apprentice-of-arland,66.0,8.1,0,0,0,1,0,0,0,0,Role-playing (RPG),2011,0,1
545,545,atelier-rorona-plus-the-alchemist-of-arland,80.0,7.9,0,0,0,1,0,0,0,0,Role-playing (RPG),2013,0,1
546,546,atelier-rorona-the-alchemist-of-arland,65.0,7.6,0,0,0,1,0,0,0,0,Role-playing (RPG),2009,0,1
547,547,atelier-shallie-alchemists-of-the-dusk-sea,76.0,7.7,0,0,0,1,0,0,0,0,Role-playing (RPG),2014,0,1
548,548,atelier-shallie-plus-alchemists-of-the-dusk-sea,78.0,7.7,0,1,0,0,0,0,0,0,Adventure,2016,0,1
549,549,atelier-sophie-the-alchemist-of-the-mysterious-book,75.0,7.7,1,0,0,1,1,0,0,0,Adventure,2015,0,1
550,550,atelier-totori-the-adventurer-of-arland,74.0,8.1,0,0,0,1,0,0,0,0,Role-playing (RPG),2010,0,1
551,551,athens-2004,61.0,7.4,1,0,1,0,0,0,0,0,Sport,2004,1,1
554,554,atlas-reactor,81.0,7.5,1,0,0,0,0,0,0,0,Fighting,2016,1,0
557,557,atomic-ninjas,61.0,6.6,0,0,0,1,0,0,0,0,Arcade,2013,1,1
560,560,atom-zombie-smasher,75.0,7.1,1,0,0,0,0,0,0,0,Indie,2011,1,1
562,562,attack-of-the-earthlings,71.0,6.3,1,0,0,0,1,0,0,1,Indie,2018,0,1
564,564,attack-of-the-movies-3d,38.0,1.7,0,0,0,0,0,0,1,0,Shooter,2010,1,1
565,565,attack-on-pearl-harbor,64.0,6.8,1,0,0,0,0,0,0,0,Shooter,2007,0,1
566,566,attack-on-titan,77.0,6.4,1,0,0,1,1,0,0,1,Hack and slash/Beat 'em up,2016,1,1
567,567,attack-on-titan-2,75.0,7.3,1,0,0,0,1,0,0,1,Hack and slash/Beat 'em up,2018,1,1
570,570,attentat-1942,75.0,7.1,1,0,0,0,0,0,0,0,Adventure,2017,0,1
571,571,attractio,58.0,6.1,1,1,0,0,0,0,0,0,Indie,2014,0,1
572,572,atv-offroad-fury,82.0,8.3,0,0,1,0,0,0,0,0,Racing,2001,1,1
573,573,atv-offroad-fury-2,82.0,8.7,0,0,1,0,0,0,0,0,Racing,2002,1,1
574,574,atv-offroad-fury-3,78.0,8.2,0,0,1,0,0,0,0,0,Racing,2004,1,1
575,575,atv-offroad-fury-4,77.0,8.5,0,0,1,0,0,0,0,0,Racing,2006,1,1
576,576,atv-offroad-fury-pro,76.0,7.2,0,1,0,0,0,0,0,0,Racing,2006,1,1
577,577,atv-quad-power-racing,49.0,8.5,0,1,0,0,0,0,0,0,Racing,2000,1,1
578,578,atv-quad-power-racing-2,70.0,8.3,0,0,1,0,0,1,0,0,Racing,2007,0,1
580,580,audiosurf,85.0,8.7,1,0,0,0,0,0,0,0,Indie,2008,0,1
581,581,audiosurf-2,76.0,7.1,1,0,0,0,0,0,0,0,Indie,2015,1,1
583,583,aura-fate-of-the-ages,63.0,5.6,1,0,0,0,0,0,0,0,Adventure,2004,0,1
584,584,aurion-legacy-of-the-kori-odan,69.0,7.8,1,0,0,0,0,0,0,0,Adventure,2016,0,1
588,588,auto-modellista,66.0,7.4,0,0,1,0,0,1,0,0,Racing,2002,0,1
589,589,autonauts,80.0,8,1,0,0,0,0,0,0,0,Indie,2019,0,1
590,590,avadon-the-black-fortress,75.0,7.6,1,0,0,0,0,0,0,0,Adventure,2011,0,1
591,591,a-valley-without-wind,54.0,6.7,1,0,0,0,0,0,0,0,Adventure,2012,1,1
593,593,avatar-the-last-airbender,64.0,7.3,1,0,1,0,0,1,0,0,Adventure,2006,0,1
594,594,avatar-the-last-airbender-the-burning-earth,54.0,5.8,0,0,1,0,0,0,1,0,Adventure,2007,0,1
595,595,avencast-rise-of-the-mage,68.0,7.1,1,0,0,0,0,0,0,0,Indie,2010,0,1
596,596,aven-colony,77.0,7.7,1,0,0,0,1,0,0,1,Indie,2017,0,1
597,597,avernum-2-crystal-souls,78.0,7.7,1,0,0,0,0,0,0,0,Adventure,2015,0,1
598,598,aviary-attorney,77.0,7.4,1,0,0,0,0,0,0,0,Adventure,2015,0,1
601,601,a-virus-named-tom,65.0,6.2,1,1,0,0,0,0,0,0,Arcade,2012,1,1
602,602,a-way-out,79.0,7.6,1,0,0,0,1,0,0,1,Adventure,2018,1,0
604,604,awesomenauts,77.0,7.7,1,0,0,1,0,0,1,0,Indie,2012,1,1
606,606,a-world-of-keflings,77.0,6.9,1,0,0,0,0,1,0,0,Simulator,2010,0,0
607,607,axiom-verge,89.0,8.5,1,0,0,0,1,0,0,1,Adventure,2015,0,1
609,609,azure-striker-gunvolt,77.0,8.1,1,0,0,0,0,0,0,0,Indie,2014,0,1
612,612,azurik-rise-of-perathia,52.0,7.9,0,0,0,0,0,1,0,0,Adventure,2001,0,1
613,613,azur-lane-crosswave,58.0,3.8,1,0,0,0,1,0,0,0,Adventure,2019,0,1
614,614,b-17-flying-fortress-the-mighty-8th,82.0,7.3,1,0,0,0,0,0,0,0,Simulator,2014,0,1
616,616,baba-is-you,87.0,7.9,1,0,0,0,0,0,0,0,Indie,2019,0,1
618,618,baboon,73.0,7.6,0,0,0,0,1,0,0,0,Adventure,2015,0,0
619,619,backbreaker,58.0,7,0,0,0,1,0,0,1,0,Sport,2009,1,1
621,621,back-in-1995,52.0,5.8,1,0,0,0,1,0,0,1,Adventure,2016,0,1
622,622,back-to-bed,62.0,5.2,1,0,0,1,1,0,0,0,Indie,2014,0,1
623,623,back-to-the-future-the-game,66.0,4.1,1,0,0,1,1,0,1,1,Adventure,2010,0,1
628,628,backyard-wrestling-2-there-goes-the-neighborhood,46.0,4.7,0,0,1,0,0,1,0,0,Fighting,2004,0,1
629,629,bad-apple-wars,78.0,7.3,0,1,0,0,0,0,0,0,Adventure,2015,0,1
630,630,bad-bots,49.0,4.6,1,0,0,0,0,0,0,0,Indie,2013,0,1
631,631,bad-boys-miami-takedown,35.0,2,1,0,1,0,0,1,0,0,Adventure,2004,0,1
632,632,badland-game-of-the-year-edition,80.0,7.5,1,0,0,1,1,0,0,1,Adventure,2015,1,1
634,634,bad-mojo-redux,74.0,6.7,1,0,0,0,0,0,0,0,Adventure,2004,0,1
635,635,bad-north,74.0,6.7,1,0,0,0,1,0,0,1,Indie,2018,0,1
637,637,baja-edge-of-control,65.0,6.9,0,0,0,1,0,0,1,0,Racing,2008,1,1
638,638,baja-edge-of-control-hd,65.0,6.3,1,0,0,0,1,0,0,1,Racing,2017,1,1
639,639,bakugan-battle-brawlers,63.0,7.8,0,0,1,1,0,0,1,0,Strategy,2009,1,1
641,641,ball-breakers,68.0,5.3,0,1,0,0,0,0,0,0,Fighting,2000,0,0
642,642,ballistics,71.0,7.4,1,0,0,0,0,0,0,0,Arcade,2001,1,1
644,644,bandfuse-rock-legends,73.0,7.7,0,0,0,1,0,0,1,0,Music,2013,0,1
645,645,band-hero,79.0,6.6,0,0,1,1,0,0,1,0,Music,2009,1,1
646,646,bandits-phoenix-rising,73.0,7.4,1,0,0,0,0,0,0,0,Racing,2002,1,1
647,647,band-of-bugs,68.0,7.1,0,0,0,0,0,0,1,0,Strategy,2006,0,0
648,648,bangai-o,87.0,8.1,0,0,0,0,0,1,0,0,Shooter,1999,0,1
651,651,bang-bang-racing,58.0,5.5,1,0,0,0,0,0,0,0,Arcade,2012,1,1
652,652,bang-gunship-elite,68.0,6.5,1,0,0,0,0,0,0,0,Indie,2000,1,1
653,653,banished,73.0,8.1,1,0,0,0,0,0,0,0,Indie,2014,0,1
654,654,banjo-kazooie,92.0,9.1,0,0,0,0,0,1,0,0,Adventure,1998,0,1
656,656,banjo-tooie,90.0,8.8,0,0,0,0,0,1,0,0,Adventure,2000,0,1
657,657,bankshot-billiards-2,65.0,6.2,0,0,0,0,0,1,0,0,Sport,2005,0,0
658,658,bannermen,51.0,7.2,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2019,1,1
660,660,barnyard,66.0,7.4,1,0,1,0,0,0,0,0,Adventure,2006,0,1
661,661,baroque,50.0,8.3,0,0,1,0,0,0,0,0,Adventure,1998,0,1
662,662,barrow-hill-curse-of-the-ancient-circle,65.0,7.4,1,0,0,0,0,0,0,0,Adventure,2006,0,1
669,669,bass-strike,57.0,5.8,0,0,1,0,0,0,0,0,Sport,2001,0,0
670,670,bastion,90.0,7.8,1,0,0,1,1,0,1,1,Indie,2011,0,1
673,673,batman-arkham-asylum,92.0,8.7,1,0,0,1,1,0,1,1,Adventure,2009,0,1
674,674,batman-arkham-city,96.0,8.7,1,0,0,1,1,0,1,1,Adventure,2011,0,1
676,676,batman-arkham-knight,87.0,7.8,1,0,0,0,1,0,0,1,Adventure,2015,0,1
677,677,batman-arkham-knight-a-matter-of-family,62.0,5.8,1,0,0,0,1,0,0,1,Adventure,2015,0,1
678,678,batman-arkham-origins,76.0,7.8,1,0,0,1,0,0,1,0,Adventure,2013,1,1
679,679,batman-arkham-origins-blackgate,68.0,7,1,1,0,0,0,1,0,0,Adventure,2013,0,1
680,680,batman-arkham-origins-blackgate-deluxe-edition,62.0,7.4,1,1,0,0,0,0,0,0,Adventure,2014,0,1
681,681,batman-arkham-origins-cold-cold-heart,71.0,8,1,0,0,1,0,0,1,0,Adventure,2014,0,1
682,682,batman-arkham-vr,74.0,7.3,1,0,0,0,1,0,0,0,Adventure,2016,0,1
683,683,batman-begins,66.0,7.3,0,0,1,0,0,1,0,0,Adventure,2005,0,1
684,684,batman-dark-tomorrow,29.0,2.9,0,0,0,0,0,1,0,0,Adventure,2003,0,1
685,685,batman-return-to-arkham,73.0,8.1,0,0,0,0,1,0,0,1,Adventure,2016,0,1
686,686,batman-rise-of-sin-tzu,67.0,7.7,0,0,1,0,0,1,0,0,Hack and slash/Beat 'em up,2003,0,1
688,688,batman-the-enemy-within-episode-1-the-enigma,77.0,2.5,1,0,0,0,1,0,0,1,Adventure,2017,0,1
689,689,batman-the-enemy-within-episode-2-the-pact,71.0,7.4,1,0,0,0,1,0,0,1,Adventure,2017,0,1
691,691,batman-the-enemy-within-episode-4-what-ails-you,77.0,7.1,1,0,0,0,1,0,0,1,Adventure,2018,0,1
692,692,batman-the-enemy-within-episode-5-same-stitch,85.0,7.4,1,0,0,0,1,0,0,1,Adventure,2018,0,1
694,694,batman-the-telltale-series,72.0,7.1,1,0,0,1,1,0,1,1,Adventure,2016,0,1
695,695,batman-the-telltale-series-episode-1-realm-of-shadows,74.0,6.4,1,0,0,1,1,0,1,1,Adventure,2016,0,1
696,696,batman-the-telltale-series-episode-2-children-of-arkham,83.0,6.6,1,0,0,1,1,0,1,1,Adventure,2016,0,1
697,697,batman-the-telltale-series-episode-3-new-world-order,74.0,7,1,0,0,1,1,0,1,1,Adventure,2016,0,1
698,698,batman-the-telltale-series-episode-4-guardian-of-gotham,75.0,5.1,1,0,0,0,1,0,0,1,Adventure,2016,0,1
699,699,batman-the-telltale-series-episode-5-city-of-light,76.0,6.9,1,0,0,0,1,0,0,1,Adventure,2016,0,1
703,703,battle-assault-3-featuring-gundam-seed,48.0,7.9,0,0,1,0,0,0,0,0,Fighting,2004,1,1
704,704,battleblock-theater,85.0,7.9,1,0,0,0,0,1,0,0,Adventure,2013,1,1
705,705,battleborn,71.0,7.1,1,0,0,0,1,0,0,1,Hack and slash/Beat 'em up,2016,1,1
707,707,battle-brothers,80.0,7.8,1,0,0,0,0,0,0,0,Indie,2017,0,1
708,708,battle-chasers-nightwar,84.0,6.8,1,0,0,0,1,0,0,1,Indie,2017,0,1
712,712,battle-fantasia,71.0,6.3,0,0,0,1,0,0,1,0,Fighting,2007,1,1
713,713,battlefield-1,89.0,7.9,1,0,0,0,1,0,0,1,Shooter,2016,1,1
714,714,battlefield-1942,89.0,8.6,1,0,0,0,0,0,0,0,Shooter,2002,1,1
715,715,battlefield-1942-secret-weapons-of-wwii,79.0,7.8,1,0,0,0,0,0,0,0,Shooter,2003,1,1
716,716,battlefield-1942-the-road-to-rome,84.0,7.6,1,0,0,0,0,0,0,0,Shooter,2003,1,1
717,717,battlefield-1943,84.0,7.8,0,0,0,1,0,0,1,0,Shooter,2009,1,0
718,718,battlefield-1-they-shall-not-pass,76.0,4.9,1,0,0,0,1,0,0,1,Shooter,2017,1,1
719,719,battlefield-2,91.0,8.4,1,0,0,0,0,0,0,0,Shooter,2005,1,1
720,720,battlefield-2142,80.0,6.8,1,0,0,0,0,0,0,0,Shooter,2006,1,1
721,721,battlefield-2142-northern-strike,77.0,8.4,1,0,0,0,0,0,0,0,Shooter,2007,1,0
722,722,battlefield-2-euro-force,71.0,6.7,1,0,0,0,0,0,0,0,Shooter,2006,1,1
723,723,battlefield-2-modern-combat,80.0,8.3,0,0,1,0,0,0,1,0,Shooter,2005,1,1
724,724,battlefield-2-special-forces,77.0,7.7,1,0,0,0,0,0,0,0,Shooter,2005,1,1
725,725,battlefield-3,89.0,7.6,1,0,0,1,0,0,1,0,Shooter,2011,1,1
726,726,battlefield-3-armored-kill,87.0,7.1,1,0,0,1,0,0,1,0,Shooter,2012,1,0
728,728,battlefield-3-close-quarters,73.0,6.9,1,0,0,1,0,0,1,0,Shooter,2012,1,0
729,729,battlefield-3-end-game,78.0,7.4,1,0,0,1,0,0,1,0,Shooter,2013,1,0
730,730,battlefield-4,85.0,7,1,0,0,1,1,0,1,1,Shooter,2013,1,1
731,731,battlefield-bad-company,84.0,8.1,0,0,0,1,0,0,1,0,Shooter,2008,1,1
732,732,battlefield-bad-company-2,88.0,8.5,1,0,0,1,0,0,1,0,Adventure,2010,1,1
733,733,battlefield-bad-company-2-vietnam,88.0,8.2,1,0,0,1,0,0,1,0,Shooter,2010,1,1
734,734,battlefield-hardline,73.0,5.1,1,0,0,1,1,0,1,1,Shooter,2015,1,1
735,735,battlefield-heroes,69.0,6,1,0,0,0,0,0,0,0,Shooter,2009,1,0
736,736,battlefield-play4free,68.0,2,1,0,0,0,0,0,0,0,Shooter,2011,1,0
737,737,battlefield-v,81.0,2.9,1,0,0,0,1,0,0,1,Shooter,2018,1,1
738,738,battlefield-vietnam,84.0,7.6,1,0,0,0,0,0,0,0,Shooter,2004,1,1
739,739,battlefleet-gothic-armada,77.0,7.4,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2016,1,1
740,740,battlefleet-gothic-armada-2,77.0,7.6,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2019,1,1
741,741,battleforge,75.0,7.1,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2009,0,1
742,742,battle-isle-the-andosia-war,70.0,7.4,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2000,1,1
743,743,battle-los-angeles,43.0,4.4,1,0,0,1,0,0,0,0,Shooter,2011,0,1
744,744,battle-of-britain-ii-wings-of-victory,75.0,4,1,0,0,0,0,0,0,0,Simulator,2005,0,0
747,747,battle-princess-madelyn,73.0,6.7,1,0,0,0,1,0,0,1,Adventure,2018,0,1
748,748,battle-princess-of-arcadias,69.0,7.9,0,0,0,1,0,0,0,0,Adventure,2013,0,1
749,749,battle-realms,82.0,8.5,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2001,1,1
750,750,battle-realms-winter-of-the-wolf,71.0,7.9,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2002,1,1
751,751,battlerite,85.0,7.3,1,0,0,0,0,0,0,1,Fighting,2017,1,1
752,752,battleship,65.0,6.6,0,0,0,1,0,0,1,0,Real Time Strategy (RTS),2012,0,1
755,755,battlestar-galactica,66.0,6.8,0,0,1,0,0,1,0,0,Shooter,2003,0,1
756,756,battlestar-galactica-deadlock,77.0,7.3,1,0,0,0,1,0,0,1,Strategy,2017,1,1
757,757,battlestations-midway,76.0,7.4,1,0,0,0,0,0,1,0,Real Time Strategy (RTS),2007,1,1
758,758,battlestations-pacific,76.0,8,1,0,0,0,0,0,1,0,Real Time Strategy (RTS),2009,1,1
759,759,battletech,78.0,6.9,1,0,0,0,0,0,0,0,Adventure,2018,1,1
760,760,battle-worlds-kronos,71.0,7.1,1,0,0,0,1,0,0,1,Strategy,2013,1,1
761,761,battlezone,66.0,7.1,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),1998,1,1
762,762,battlezone-98-redux,75.0,8.7,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2016,1,1
763,763,battlezone-combat-commander,68.0,6,1,0,0,0,0,0,0,0,Shooter,2018,1,1
765,765,bayonetta,90.0,8.1,1,0,0,1,0,0,1,0,Adventure,2009,0,1
768,768,b-boy,53.0,8.4,0,0,1,0,0,0,0,0,Music,2008,0,0
772,772,beam-breakers,61.0,7,1,0,0,0,0,0,0,0,Racing,2002,1,1
773,773,bear-with-me-episode-1,68.0,6.1,1,0,0,0,0,0,0,0,Adventure,2016,0,1
774,774,beatbuddy-tale-of-the-guardians,75.0,7.4,1,0,0,0,0,0,0,0,Adventure,2013,0,1
776,776,beat-cop,71.0,7.5,1,0,0,0,1,0,0,1,Adventure,2017,0,1
778,778,beat-down-fists-of-vengeance,48.0,8.4,0,0,1,0,0,1,0,0,Fighting,2005,0,1
779,779,beaterator,80.0,7.8,0,1,0,0,0,0,0,0,Music,2009,0,1
780,780,beat-hazard,70.0,7.2,1,0,0,0,0,0,0,0,Arcade,2010,1,1
781,781,beat-hazard-ultra,63.0,6.8,1,0,0,1,0,0,0,0,Shooter,2011,0,0
783,783,beat-saber,86.0,8.1,1,1,0,0,0,0,0,0,Indie,2019,0,1
784,784,beat-sketcher,67.0,5,0,0,0,1,0,0,0,0,Music,2010,0,0
785,785,beautiful-desolation,81.0,7.7,1,0,0,0,0,0,0,0,Adventure,2020,0,1
786,786,beautiful-katamari,73.0,7,0,0,0,0,0,0,1,0,Adventure,2007,1,1
788,788,bee-movie-game,71.0,7.4,1,0,1,0,0,0,1,0,Adventure,2007,0,1
789,789,bee-simulator,65.0,6.9,1,0,0,0,1,0,0,1,Adventure,2019,1,1
791,791,before-the-echo,70.0,7.3,1,0,0,0,0,0,0,0,Indie,2011,0,1
792,792,beholder,75.0,7.8,1,0,0,0,0,0,0,0,Adventure,2016,0,1
